"stcounty_fips","state_name","county_name","acs_year","med_age","total_pop","med_grossRent","med_hhic","perc_white","perc_black","perc_hispanic","perc_other","edu_percentPop","election_year","DEM","REP","total_votes"
13043,"Georgia","Candler County",2020,40.2,10834,606,0.4042,0.678050582,0.251707587,0.117408159,0.005815027,0.113531475,2020,1269,3133,4402
13045,"Georgia","Carroll County",2020,35,118692,901,4.2196,0.733857379,0.196390658,0.070156371,0.016201597,0.18163819,2020,16236,37476,53712
13047,"Georgia","Catoosa County",2020,40.8,67181,767,2.5151,0.917655289,0.021479287,0.030455039,0.01756449,0.218692785,2020,6932,25167,32099
13049,"Georgia","Charlton County",2020,40.5,13032,533,0.3826,0.653928791,0.263198281,0.071976673,0.024324739,0.140116636,2020,1105,3419,4524
13051,"Georgia","Chatham County",2020,35.9,289649,1115,10.9868,0.51373559,0.40275644,0.065154722,0.031569244,0.285483464,2020,78247,53232,131479
13053,"Georgia","Chattahoochee County",2020,24,10470,1135,0.255,0.657784145,0.211365807,0.162273161,0.029990449,0.16017192,2020,667,880,1547
13055,"Georgia","Chattooga County",2020,40,24826,573,0.9106,0.847377749,0.09751873,0.053371465,0.00455168,0.111093209,2020,1854,8064,9918
13057,"Georgia","Cherokee County",2020,39,253780,1304,9.0372,0.85149736,0.069607534,0.106564741,0.022424935,0.305638742,2020,42779,99585,142364
13059,"Georgia","Clarke County",2020,28.3,126952,872,5.0284,0.619982356,0.282224778,0.10768637,0.041054887,0.294867351,2020,36055,14450,50505
13061,"Georgia","Clay County",2020,53.1,2931,337,0.1313,0.426816786,0.556806551,0.003411805,0.010576595,0.221426134,2020,791,637,1428
13063,"Georgia","Clayton County",2020,32.5,287560,1024,9.6826,0.150938934,0.698205592,0.131638615,0.053421895,0.176432744,2020,95466,15811,111277
13065,"Georgia","Clinch County",2020,38.8,6648,509,0.2387,0.674638989,0.251504212,0.060469314,0.023766546,0.099729242,2020,744,2105,2849
13067,"Georgia","Cobb County",2020,36.8,756653,1264,28.3359,0.571166704,0.275678547,0.130359623,0.057939372,0.374419979,2020,221847,165436,387283
13069,"Georgia","Coffee County",2020,36.9,43070,624,1.4832,0.655491061,0.286394242,0.117483167,0.007754818,0.12131414,2020,4511,10578,15089
13071,"Georgia","Colquitt County",2020,37.3,45510,664,1.5865,0.625994287,0.234695671,0.194462755,0.018874973,0.13117996,2020,4190,11777,15967
13073,"Georgia","Columbia County",2020,37.1,154257,1172,4.8233,0.724375555,0.16795348,0.069001731,0.043842419,0.321152363,2020,29232,50013,79245
13075,"Georgia","Cook County",2020,37.5,17217,802,0.6202,0.68641459,0.273508741,0.058198292,0.008770401,0.166637626,2020,2059,4900,6959
13077,"Georgia","Coweta County",2020,39,145839,1124,5.3104,0.751739932,0.175241191,0.07103724,0.022641406,0.281111363,2020,24210,51501,75711
13079,"Georgia","Crawford County",2020,44.6,12267,685,0.4573,0.745577566,0.22083639,0.034564278,0.002527105,0.11812179,2020,1615,4428,6043
13081,"Georgia","Crisp County",2020,40.2,22509,641,0.8479,0.524812297,0.45772802,0.035185926,0.002176907,0.149806744,2020,2982,4985,7967
13083,"Georgia","Dade County",2020,42.7,16183,663,0.6155,0.938515726,0.01124637,0.023234258,0.014027065,0.171414447,2020,1261,6066,7327
13085,"Georgia","Dawson County",2020,43.8,25277,1039,0.9521,0.94698738,0.00739803,0.048977331,0.00811014,0.284923053,2020,2486,13398,15884
13087,"Georgia","Decatur County",2020,38,26595,681,0.9684,0.521564204,0.41714608,0.061515322,0.008159428,0.167888701,2020,4782,6755,11537
13089,"Georgia","DeKalb County",2020,35.9,755287,1224,28.3799,0.334539056,0.532790846,0.084373225,0.070969049,0.360869444,2020,308162,58377,366539
13091,"Georgia","Dodge County",2020,41.9,20725,596,0.753,0.674837153,0.297804584,0.036960193,0.004004825,0.161495778,2020,2172,5843,8015
13093,"Georgia","Dooly County",2020,42.7,13571,626,0.4979,0.453909071,0.494510353,0.07022327,0.000442119,0.1444993,2020,1911,2159,4070
13095,"Georgia","Dougherty County",2020,35.8,88696,774,3.4233,0.257339677,0.697336971,0.029358708,0.011996031,0.20084333,2020,24568,10441,35009
13097,"Georgia","Douglas County",2020,36.6,145063,1143,4.9788,0.446082047,0.475807063,0.098881176,0.018109373,0.23929603,2020,42814,25454,68268
13099,"Georgia","Early County",2020,40.1,10218,689,0.4196,0.448032883,0.509003719,0.023194363,0.009982384,0.140927775,2020,2450,2710,5160
13101,"Georgia","Echols County",2020,40.3,3944,670,0.1497,0.668610548,0.035496957,0.280933063,0.016227181,0.098123732,2020,167,1256,1423
13103,"Georgia","Effingham County",2020,36,62241,1009,2.1828,0.801883003,0.135923266,0.047251812,0.009270417,0.205796822,2020,7718,23361,31079
13105,"Georgia","Elbert County",2020,43.3,19164,674,0.7695,0.663379253,0.296545606,0.058025464,0.007827176,0.12319975,2020,2879,6226,9105
13107,"Georgia","Emanuel County",2020,36.9,22525,633,0.8273,0.619578246,0.334384018,0.045860155,0.00381798,0.129500555,2020,2886,6553,9439
13109,"Georgia","Evans County",2020,37.4,10671,642,0.4006,0.579701996,0.285633961,0.117795895,0.012463687,0.143379252,2020,1324,2888,4212
13111,"Georgia","Fannin County",2020,52.3,25797,680,1.1174,0.957785789,0.001744389,0.025002907,0.005426988,0.249176261,2020,2570,12169,14739
13113,"Georgia","Fayette County",2020,43.4,113544,1396,4.0792,0.644754456,0.235283238,0.073293173,0.047118298,0.375722187,2020,33062,37956,71018
13115,"Georgia","Floyd County",2020,38.4,97805,786,3.6192,0.781217729,0.138520526,0.112969685,0.013700731,0.197341649,2020,11917,28906,40823
13117,"Georgia","Forsyth County",2020,38.8,236605,1432,8.0319,0.755825109,0.036237611,0.094224551,0.146290231,0.400955178,2020,42208,85123,127331
13119,"Georgia","Franklin County",2020,41.2,23015,671,0.8425,0.853399957,0.088855095,0.048663915,0.015077124,0.18270693,2020,1593,9069,10662
13121,"Georgia","Fulton County",2020,35.7,1051550,1263,42.7379,0.434023109,0.436183729,0.071651372,0.077336313,0.412332271,2020,380212,137247,517459
13123,"Georgia","Gilmer County",2020,47.9,30986,785,1.2423,0.92112567,0.004227716,0.117375589,0.014329052,0.216775318,2020,2932,13429,16361
13125,"Georgia","Glascock County",2020,43.2,2984,628,0.1118,0.888739946,0.097184987,0.016420912,0.00502681,0.111930295,2020,155,1402,1557
13127,"Georgia","Glynn County",2020,42.2,85008,899,3.4191,0.677795031,0.254564276,0.06606437,0.018586486,0.268421796,2020,15882,25617,41499
13129,"Georgia","Gordon County",2020,38.4,57756,738,2.0446,0.847704135,0.040653785,0.16105686,0.025728929,0.151014613,2020,4384,19405,23789
13131,"Georgia","Grady County",2020,39.4,24693,740,0.9116,0.644312153,0.291702102,0.11383793,0.011298749,0.163447131,2020,3619,7034,10653
13133,"Georgia","Greene County",2020,50.7,17808,743,0.7371,0.588836478,0.345125786,0.0612646,0.011567835,0.275774933,2020,4087,7066,11153
13135,"Georgia","Gwinnett County",2020,35.5,926414,1331,29.9683,0.453598499,0.281047134,0.212274426,0.125831432,0.299407176,2020,241994,166400,408394
13137,"Georgia","Habersham County",2020,39.3,45204,778,1.5258,0.849969029,0.026457836,0.155672064,0.030329174,0.182439607,2020,3562,16637,20199
13139,"Georgia","Hall County",2020,37.2,201434,987,6.5555,0.805380422,0.07186473,0.285309332,0.021719273,0.201525065,2020,25033,64183,89216
13141,"Georgia","Hancock County",2020,47.6,8500,689,0.3072,0.245647059,0.722352941,0.015294118,0.015647059,0.128705882,2020,2976,1154,4130
13143,"Georgia","Haralson County",2020,40.4,29608,706,1.1454,0.919413672,0.043467982,0.018981356,0.009727101,0.158909754,2020,1791,12330,14121
13145,"Georgia","Harris County",2020,43.3,34676,874,1.2429,0.791613796,0.159908871,0.037749452,0.007786365,0.302255162,2020,5457,14319,19776
13147,"Georgia","Hart County",2020,44.3,25981,710,1.0271,0.767945807,0.196027867,0.0368731,0.015318887,0.188483892,2020,3157,9465,12622
13149,"Georgia","Heard County",2020,42.4,11785,695,0.4649,0.86737378,0.08468392,0.027577429,0.00958846,0.102163768,2020,824,4519,5343
13151,"Georgia","Henry County",2020,37.1,229994,1203,7.8204,0.454242285,0.455977112,0.070640973,0.035022653,0.244628121,2020,73443,48259,121702
13153,"Georgia","Houston County",2020,35.6,155317,936,5.8042,0.59350876,0.313159538,0.065691457,0.041347695,0.273678992,2020,32239,41540,73779
13155,"Georgia","Irwin County",2020,39.7,9379,582,0.3477,0.699861392,0.288623521,0.041049152,0.007783346,0.17336603,2020,1008,3134,4142
13157,"Georgia","Jackson County",2020,38.4,70467,854,2.4268,0.852115174,0.069706387,0.081002455,0.018306441,0.217846652,2020,7642,29502,37144
13159,"Georgia","Jasper County",2020,43.2,14074,926,0.5326,0.752664488,0.196958931,0.038937047,0.002700014,0.15745346,2020,1761,5822,7583
13161,"Georgia","Jeff Davis County",2020,36.8,15063,568,0.5139,0.759144925,0.163513244,0.122684724,0.002522738,0.123348603,2020,1028,4695,5723
13163,"Georgia","Jefferson County",2020,40,15489,575,0.5583,0.437084382,0.530053586,0.038930854,0.005100394,0.124604558,2020,4058,3537,7595
13165,"Georgia","Jenkins County",2020,41.9,8787,574,0.3392,0.580516672,0.355866621,0.063275293,0.027995903,0.085125754,2020,1266,2161,3427
13167,"Georgia","Johnson County",2020,41.6,9717,513,0.3483,0.638468663,0.338684779,0.025831018,0.001955336,0.10198621,2020,1222,2850,4072
13169,"Georgia","Jones County",2020,40.4,28622,796,1.0914,0.72266089,0.244951436,0.017748585,0.007721333,0.218083991,2020,4882,9940,14822
13171,"Georgia","Lamar County",2020,38.5,18834,764,0.6658,0.667622385,0.28395455,0.025379633,0.005787406,0.139800361,2020,2620,6331,8951
13173,"Georgia","Lanier County",2020,37,10534,734,0.3825,0.725460414,0.23030188,0.063508639,0.006170496,0.195557243,2020,1019,2509,3528
13175,"Georgia","Laurens County",2020,39.4,47404,622,1.7159,0.577693865,0.376212978,0.02736056,0.013437685,0.1715678,2020,8074,14493,22567
13177,"Georgia","Lee County",2020,37.1,29735,916,1.055,0.719724231,0.216949723,0.030435514,0.025290062,0.256633597,2020,4558,12007,16565
13179,"Georgia","Liberty County",2020,28.8,62039,1064,2.4053,0.437160496,0.406856977,0.126517191,0.02927191,0.180853979,2020,13104,7959,21063
13181,"Georgia","Lincoln County",2020,47,7929,712,0.3277,0.675621138,0.300416194,0.020179089,0.00189179,0.16054988,2020,1432,3173,4605
13183,"Georgia","Long County",2020,31.6,19236,776,0.6006,0.610677896,0.251195675,0.113797047,0.012528592,0.13511125,2020,2035,3527,5562
13185,"Georgia","Lowndes County",2020,30.6,116436,813,4.2755,0.558083411,0.369284414,0.058426947,0.021230547,0.206783125,2020,20116,25692,45808
13187,"Georgia","Lumpkin County",2020,36.3,33009,878,1.1866,0.942439941,0.021024569,0.049350177,0.012784392,0.23781393,2020,3126,12163,15289
13189,"Georgia","McDuffie County",2020,38.2,21404,719,0.8238,0.535881144,0.399317885,0.031956644,0.01565128,0.1562792,2020,4168,6169,10337
13191,"Georgia","McIntosh County",2020,51,14217,798,0.6343,0.623408595,0.346064571,0.004149961,0.017795597,0.191249912,2020,2612,4016,6628
13193,"Georgia","Macon County",2020,40,13107,582,0.4648,0.335698482,0.618829633,0.042954147,0.000839246,0.113527123,2020,2858,1783,4641
13195,"Georgia","Madison County",2020,40.5,29624,745,1.0622,0.836180124,0.088239265,0.057926006,0.014819066,0.198352687,2020,3411,11326,14737
13197,"Georgia","Marion County",2020,44.8,8450,565,0.3423,0.602366864,0.305088757,0.077278107,0.01739645,0.146153846,2020,1312,2275,3587
13199,"Georgia","Meriwether County",2020,42.2,21080,734,0.8255,0.579364326,0.403273245,0.023149905,0.003083491,0.114278937,2020,4287,6524,10811
13201,"Georgia","Miller County",2020,42.8,5725,562,0.2339,0.677379913,0.310393013,0.005414847,0.008034934,0.220786026,2020,748,2066,2814
13205,"Georgia","Mitchell County",2020,39.1,22072,664,0.8018,0.481107285,0.460266401,0.046620152,0.010465748,0.133925335,2020,3993,4935,8928
13207,"Georgia","Monroe County",2020,42.9,27455,728,1.0177,0.736623566,0.227790931,0.023638681,0.008049536,0.230777636,2020,4385,11057,15442
13209,"Georgia","Montgomery County",2020,40,9069,660,0.3061,0.672510751,0.262322196,0.068695556,0.003859301,0.17344801,2020,980,2960,3940
13211,"Georgia","Morgan County",2020,44.1,18832,837,0.704,0.730193288,0.242247239,0.031382753,0.001274427,0.221219201,2020,3353,8231,11584
13213,"Georgia","Murray County",2020,38.8,39789,690,1.452,0.959762748,0.008570208,0.151725351,0.005554299,0.119806982,2020,2301,12944,15245
13215,"Georgia","Muscogee County",2020,34.4,195418,925,7.3648,0.424658936,0.464634783,0.077408427,0.029383168,0.239578749,2020,49446,30107,79553
13217,"Georgia","Newton County",2020,36.5,109835,1071,3.7543,0.481094369,0.4586243,0.057641007,0.015523285,0.189110939,2020,29789,23869,53658
13219,"Georgia","Oconee County",2020,40.1,39194,1098,1.3773,0.877175078,0.049165689,0.054472623,0.042557534,0.380185743,2020,8162,16595,24757
13221,"Georgia","Oglethorpe County",2020,42.7,15040,684,0.5477,0.794414894,0.171409574,0.04893617,0.003457447,0.204388298,2020,2439,5592,8031
13223,"Georgia","Paulding County",2020,36.3,164440,1198,5.4993,0.732060326,0.201088543,0.066705181,0.013165896,0.215720019,2020,29695,54517,84212
13225,"Georgia","Peach County",2020,38,27502,750,1.0215,0.4897462,0.444731292,0.077376191,0.014798924,0.214602574,2020,5922,6506,12428
13227,"Georgia","Pickens County",2020,46.1,32002,874,1.2129,0.874414099,0.016405225,0.031310543,0.011155553,0.233891632,2020,2824,14110,16934
13229,"Georgia","Pierce County",2020,39,19336,704,0.7178,0.856899048,0.10100331,0.049648324,0.003258171,0.163063715,2020,1100,7898,8998
13231,"Georgia","Pike County",2020,40.6,18565,910,0.6163,0.880635605,0.08855373,0.016967412,0.003824401,0.186210611,2020,1505,9127,10632
13233,"Georgia","Polk County",2020,37.3,42251,720,1.5425,0.794987101,0.11346477,0.132399233,0.0094909,0.135357743,2020,3657,13587,17244
13235,"Georgia","Pulaski County",2020,41,11185,732,0.3803,0.598748324,0.386857398,0.028788556,0.010907465,0.145105051,2020,1230,2815,4045
13237,"Georgia","Putnam County",2020,47.8,21906,808,0.9457,0.689354515,0.260841779,0.062585593,0.002145531,0.222541769,2020,3448,8291,11739
13239,"Georgia","Quitman County",2020,56.9,2290,661,0.0958,0.433187773,0.469868996,0.012663755,0.068558952,0.119650655,2020,497,604,1101
13241,"Georgia","Rabun County",2020,49.8,16859,810,0.7022,0.917848034,0.02016727,0.078948929,0.017082864,0.273029243,2020,1984,7474,9458
13243,"Georgia","Randolph County",2020,39.9,6888,570,0.2704,0.321283391,0.632694541,0.034407666,0.00043554,0.129355401,2020,1671,1390,3061
13245,"Georgia","Richmond County",2020,34.4,202178,908,7.2526,0.360860232,0.567010258,0.050880907,0.023232003,0.205981858,2020,59119,26780,85899
13247,"Georgia","Rockdale County",2020,38.5,90155,1105,3.1465,0.358183129,0.558948478,0.101525151,0.022073096,0.241184626,2020,31237,13014,44251
13249,"Georgia","Schley County",2020,39.1,5215,636,0.1861,0.672099712,0.273633749,0.063279003,0,0.14189837,2020,462,1800,2262
13251,"Georgia","Screven County",2020,41.9,13977,570,0.4939,0.557773485,0.407955928,0.023896401,0.011161193,0.161408027,2020,2661,3915,6576
13253,"Georgia","Seminole County",2020,45.1,8218,737,0.3364,0.616451691,0.353248966,0.012290095,0.011438306,0.178145534,2020,1256,2613,3869
13255,"Georgia","Spalding County",2020,39,66043,879,2.5693,0.616416577,0.341701619,0.04725709,0.014384568,0.167527217,2020,11828,18104,29932
13257,"Georgia","Stephens County",2020,41.6,25934,758,0.9977,0.829451685,0.112593507,0.036939924,0.007210612,0.165844066,2020,2386,9367,11753
13259,"Georgia","Stewart County",2020,39.2,6446,803,0.1845,0.234874341,0.573844244,0.157772262,0.033354018,0.138380391,2020,1182,801,1983
13261,"Georgia","Sumter County",2020,35.7,29714,713,1.1419,0.432422427,0.530120482,0.058120751,0.01356263,0.18361715,2020,6314,5733,12047
13263,"Georgia","Talbot County",2020,50.3,6245,665,0.2891,0.407846277,0.566533227,0.007846277,0.006405124,0.156445156,2020,2114,1392,3506
13265,"Georgia","Taliaferro County",2020,45.2,1596,693,0.0662,0.376566416,0.585213033,0.043859649,0.005012531,0.073308271,2020,561,360,921
13267,"Georgia","Tattnall County",2020,37.7,25392,532,0.8345,0.57978891,0.290721487,0.118620038,0.005986137,0.151346881,2020,2062,6054,8116
13269,"Georgia","Taylor County",2020,44,8126,670,0.3623,0.578882599,0.380260891,0.007260645,0.033841989,0.156288457,2020,1388,2420,3808
13271,"Georgia","Telfair County",2020,42.1,15871,524,0.4481,0.524919665,0.392917901,0.114359524,0.002709344,0.095772163,2020,1488,2825,4313
13273,"Georgia","Terrell County",2020,40.3,8654,636,0.3355,0.362837994,0.577998613,0.029119482,0.032701641,0.120175641,2020,2376,2004,4380
13275,"Georgia","Thomas County",2020,39.5,44545,871,1.775,0.598451005,0.368593557,0.037467729,0.004759232,0.233606465,2020,8708,12969,21677
13277,"Georgia","Tift County",2020,36.1,40590,661,1.4868,0.622838137,0.293520572,0.120473023,0.014880512,0.196846514,2020,5318,10784,16102
13279,"Georgia","Toombs County",2020,36.9,26947,592,0.9792,0.657475786,0.2587301,0.115968382,0.007607526,0.159090066,2020,2938,7873,10811
13281,"Georgia","Towns County",2020,53.5,11815,776,0.5006,0.948116801,0.017181549,0.02869234,0.008633094,0.308421498,2020,1550,6384,7934
13283,"Georgia","Treutlen County",2020,39.1,6787,587,0.2395,0.705908354,0.289818771,0.018564903,0,0.152792103,2020,952,2101,3053
13285,"Georgia","Troup County",2020,36.7,70095,849,2.4982,0.580141237,0.365660889,0.036778658,0.023967473,0.189285969,2020,11577,18142,29719
13287,"Georgia","Turner County",2020,39.7,7920,547,0.3208,0.570328283,0.397222222,0.048611111,0.007323232,0.17979798,2020,1409,2349,3758
13289,"Georgia","Twiggs County",2020,47.2,8195,682,0.308,0.564612569,0.419646126,0.01561928,0.005003051,0.135326419,2020,2044,2370,4414
13291,"Georgia","Union County",2020,55.2,23999,705,1.0231,0.959789991,0.007541981,0.03470978,0.006875286,0.243468478,2020,2800,12650,15450
13293,"Georgia","Upson County",2020,42.2,26329,652,1.0399,0.680048616,0.276691101,0.023472217,0.017851039,0.161456949,2020,4203,8606,12809
13295,"Georgia","Walker County",2020,41.7,69398,754,2.6306,0.919075478,0.038459322,0.023718263,0.009640047,0.192080463,2020,5770,23173,28943
13297,"Georgia","Walton County",2020,39.1,93284,1023,3.2094,0.768502637,0.181381587,0.046556751,0.017269843,0.202296214,2020,12683,37839,50522
13299,"Georgia","Ware County",2020,39.3,35745,674,1.3657,0.641236537,0.308798433,0.041320464,0.016086166,0.156329557,2020,4169,9903,14072
13301,"Georgia","Warren County",2020,45.2,5259,571,0.2261,0.377448184,0.608861,0,0.009697661,0.12150599,2020,1468,1166,2634
13303,"Georgia","Washington County",2020,41,20316,691,0.7719,0.434485135,0.530714708,0.025890923,0.009499902,0.149389644,2020,4743,4668,9411
13305,"Georgia","Wayne County",2020,38.2,29959,682,1.0479,0.744550886,0.206048266,0.064154344,0.006008211,0.154778197,2020,2688,9987,12675
13307,"Georgia","Webster County",2020,43.9,2587,350,0.1115,0.546192501,0.328565906,0.124468496,0.003092385,0.147661384,2020,640,748,1388
13309,"Georgia","Wheeler County",2020,27.8,7897,428,0.1774,0.607825757,0.389135115,0.050272255,0,0.100037989,2020,689,1583,2272
13311,"Georgia","White County",2020,46.7,29962,844,1.1727,0.941559308,0.024531073,0.032674721,0.012215473,0.205259996,2020,2411,12222,14633
13313,"Georgia","Whitfield County",2020,36.2,104122,737,3.6412,0.860250475,0.034622846,0.354891377,0.024087129,0.140863602,2020,10680,25644,36324
13315,"Georgia","Wilcox County",2020,40.7,8701,513,0.2542,0.633145615,0.355706241,0.047580738,0.001149293,0.147339386,2020,861,2402,3263
13317,"Georgia","Wilkes County",2020,45.8,9797,694,0.4115,0.533530673,0.418903746,0.05195468,0.000816577,0.12616107,2020,2160,2823,4983
13319,"Georgia","Wilkinson County",2020,43,8945,662,0.3301,0.591391839,0.39038569,0.029290106,0.001229737,0.121520402,2020,2074,2665,4739
13321,"Georgia","Worth County",2020,42.6,20346,734,0.7982,0.683967365,0.28133294,0.022313968,0.012287428,0.158016318,2020,2395,6830,9225
16001,"Idaho","Ada County",2020,37.2,469473,1062,17.9708,0.89380859,0.012729167,0.084192275,0.033426842,0.337405985,2020,120539,130699,251238
16003,"Idaho","Adams County",2020,55.3,4200,702,0.1726,0.953571429,0.003333333,0.037619048,0.015714286,0.205,2020,591,1941,2532
16005,"Idaho","Bannock County",2020,34.1,86742,703,3.1669,0.880184916,0.006628853,0.088849692,0.047358834,0.237220724,2020,14682,23331,38013
16007,"Idaho","Bear Lake County",2020,39.4,6054,577,0.2455,0.943178064,0.002973241,0.043111992,0.013379584,0.191774034,2020,350,2914,3264
16009,"Idaho","Benewah County",2020,46,9231,699,0.3564,0.862636767,0.003899903,0.039540678,0.098472538,0.195645109,2020,977,3878,4855
16011,"Idaho","Bingham County",2020,34.1,46246,680,1.5612,0.814297453,0.002205596,0.181658954,0.068503222,0.187281062,2020,4124,15295,19419
16013,"Idaho","Blaine County",2020,43.7,22729,1002,0.8318,0.902723393,0.006203529,0.229222579,0.016762726,0.326763166,2020,8919,4031,12950
16015,"Idaho","Boise County",2020,54.4,7625,717,0.3351,0.937442623,0.003147541,0.048918033,0.018360656,0.32852459,2020,1204,3485,4689
16017,"Idaho","Bonner County",2020,47.9,44688,913,1.7998,0.939133548,0.002707662,0.033185643,0.017857143,0.269960616,2020,8310,18369,26679
16019,"Idaho","Bonneville County",2020,33,116970,814,4.0946,0.888287595,0.004633667,0.132880226,0.017012909,0.248568009,2020,14254,37805,52059
16021,"Idaho","Boundary County",2020,43.8,12156,689,0.4596,0.935258309,0.0029615,0.051332675,0.032329714,0.166419875,2020,1220,4937,6157
16023,"Idaho","Butte County",2020,46.8,2603,683,0.0966,0.995005763,0.001152516,0.039185555,0,0.212831348,2020,188,1202,1390
16025,"Idaho","Camas County",2020,44.5,1069,844,0.0391,0.971936389,0,0.026192703,0,0.236669785,2020,149,507,656
16027,"Idaho","Canyon County",2020,33.8,223890,937,7.5494,0.806333467,0.003524052,0.253477154,0.021631158,0.174929653,2020,25881,61759,87640
16029,"Idaho","Caribou County",2020,37.9,7028,625,0.2562,0.937962436,0,0.063460444,0.003130336,0.177575413,2020,431,2906,3337
16031,"Idaho","Cassia County",2020,33.3,23847,701,0.7832,0.892103829,0.0020967,0.273367719,0.018073552,0.177506605,2020,1464,7907,9371
16033,"Idaho","Clark County",2020,37.7,885,669,0.0332,0.846327684,0.009039548,0.392090395,0.046327684,0.138983051,2020,41,264,305
16035,"Idaho","Clearwater County",2020,50.8,8735,748,0.3547,0.928563251,0.004464797,0.042243847,0.031482541,0.206182026,2020,877,3453,4330
16037,"Idaho","Custer County",2020,53,4193,707,0.1889,0.865490103,0.001430956,0.071309325,0.006200811,0.301693298,2020,603,2089,2692
16039,"Idaho","Elmore County",2020,31.8,27043,869,1.0885,0.830455201,0.027178937,0.173649373,0.057353104,0.211182191,2020,2601,7246,9847
16041,"Idaho","Franklin County",2020,33.5,13736,745,0.4432,0.94008445,0.001164822,0.067486896,0.009318579,0.147859639,2020,657,5845,6502
16043,"Idaho","Fremont County",2020,37.8,13111,713,0.4464,0.941194417,0.002364427,0.122034932,0.009228892,0.203264434,2020,998,5548,6546
16045,"Idaho","Gem County",2020,45,17771,664,0.6822,0.883743177,0.000844072,0.085870238,0.014630578,0.18119408,2020,1803,7951,9754
16047,"Idaho","Gooding County",2020,38.6,15280,736,0.5615,0.893259162,0.000327225,0.293848168,0.018913613,0.152290576,2020,1256,4659,5915
16049,"Idaho","Idaho County",2020,50.5,16511,711,0.6462,0.931318515,0.002059233,0.034401308,0.042214281,0.237659742,2020,1561,7826,9387
16051,"Idaho","Jefferson County",2020,31.9,29238,853,0.8825,0.901258636,0.000136808,0.105239756,0.017135235,0.239311854,2020,1661,12099,13760
16053,"Idaho","Jerome County",2020,32.8,24074,761,0.8004,0.885353493,0.001703082,0.366827283,0.019523137,0.155395863,2020,1893,5734,7627
16055,"Idaho","Kootenai County",2020,40.3,161676,1037,6.4475,0.921299389,0.003742052,0.048096192,0.022068829,0.257026398,2020,24312,62837,87149
16057,"Idaho","Latah County",2020,29.5,40052,728,1.5737,0.910516329,0.012109258,0.044367322,0.034729851,0.299860182,2020,10236,9472,19708
16059,"Idaho","Lemhi County",2020,53.4,7929,627,0.3717,0.937570942,0.000252239,0.033295498,0.005801488,0.249463993,2020,1032,3592,4624
16061,"Idaho","Lewis County",2020,48.7,3850,585,0.1649,0.835584416,0.005454545,0.048051948,0.085194805,0.225974026,2020,349,1489,1838
16063,"Idaho","Lincoln County",2020,35.8,5342,660,0.1804,0.885623362,0,0.309434669,0.011793336,0.154810932,2020,414,1469,1883
16065,"Idaho","Madison County",2020,23.5,39725,775,1.1858,0.918741347,0.002517306,0.077180617,0.018804279,0.227262429,2020,2666,13559,16225
16067,"Idaho","Minidoka County",2020,35.2,20817,717,0.7456,0.890906471,0.001393092,0.352164097,0.013882884,0.147859922,2020,1550,6265,7815
16069,"Idaho","Nez Perce County",2020,40.4,40468,731,1.6548,0.896634378,0.00056835,0.042527429,0.068523278,0.247306514,2020,6686,13738,20424
16071,"Idaho","Oneida County",2020,39.5,4429,731,0.1715,0.970648002,0.000903138,0.044027997,0.003838338,0.188981711,2020,249,2148,2397
16073,"Idaho","Owyhee County",2020,40.4,11724,662,0.4429,0.776015012,0.005373593,0.260150119,0.028744456,0.128625043,2020,816,3819,4635
16075,"Idaho","Payette County",2020,39.4,23705,740,0.9086,0.849778528,0.000590593,0.174857625,0.015481966,0.164944105,2020,2161,8862,11023
16077,"Idaho","Power County",2020,38.8,7635,647,0.2693,0.798428291,0.000261952,0.340013098,0.064309103,0.126653569,2020,865,2116,2981
16079,"Idaho","Shoshone County",2020,46.8,12700,722,0.5436,0.930708661,0.008661417,0.036929134,0.028346457,0.154724409,2020,1693,4216,5909
16081,"Idaho","Teton County",2020,37.1,11776,968,0.429,0.89954144,0,0.164402174,0.009680707,0.334408967,2020,3318,2858,6176
16083,"Idaho","Twin Falls County",2020,35,86198,828,3.1758,0.885832618,0.008155642,0.166407573,0.026276712,0.223369452,2020,9391,25897,35288
16085,"Idaho","Valley County",2020,50.4,11085,851,0.392,0.980965268,0.000811908,0.046910239,0.00496166,0.30067659,2020,2976,3947,6923
16087,"Idaho","Washington County",2020,45,10128,700,0.4263,0.862657978,0.000493681,0.169036335,0.010959716,0.210900474,2020,1073,4154,5227
17001,"Illinois","Adams County",2020,41.4,65670,692,2.7199,0.924653571,0.041084209,0.016430638,0.009319324,0.239089386,2020,8633,24220,32853
17003,"Illinois","Alexander County",2020,46.6,6011,643,0.2252,0.632673432,0.350524039,0.010314424,0.00598902,0.156213608,2020,1114,1486,2600
17005,"Illinois","Bond County",2020,42.5,16520,603,0.6359,0.903934625,0.068038741,0.035895884,0.017736077,0.231174334,2020,2288,5625,7913
17007,"Illinois","Boone County",2020,38.7,53293,927,1.8799,0.855609555,0.027508303,0.221886552,0.011690091,0.213986828,2020,10542,13883,24425
17009,"Illinois","Brown County",2020,38.9,6599,485,0.209,0.779663585,0.181694196,0.066828307,0.006364601,0.147901197,2020,486,1931,2417
17011,"Illinois","Bureau County",2020,44.2,32878,693,1.3801,0.92901028,0.007968855,0.093284263,0.010371677,0.214915749,2020,6669,10411,17080
